336;Julkinen talous. Valtiontalous. Kunnallistalous 
336.2;Verotus
336.7;Raha. Valuutta. Pankit. Arvopaperit. Luotot
338;Taloudellinen tila. Suhdanteet. Talouspolitiikka. Taloussuunnittelu 
338.4;Elinkeinot. Palvelusektori. Matkailuelinkeino
338.5;Hinnat 
339;Kauppa 
339.5/.9;Ulkomaankauppa. Kansainvälinen kauppa. Kauppapolitiikka. Tullit. Kansainväliset taloussuhteet. Maailmantalous
339.96;Kehitysyhteistyö. Kehitysapu
34;Oikeus
34(07); Oikeus. Koulukirja, oppikirja
340;Oikeuden aputieteet. Oikeustieteen metodologia
341;Kansainvälinen oikeus
342;Julkisoikeus. Valtio-oikeus. Valtiosääntöoikeus. Perusoikeudet. Kansalaisoikeudet. Ihmisoikeudet 
343;Rikosoikeus. Kriminologia. Vankeinhoito
347;Siviilioikeus
347.7;Kauppaoikeus. Yhtiöoikeus. Immateriaalioikeus. Tekijänoikeus
348;Kirkko-oikeus
349;Oikeuden erikoisaloja
35.08;Hallintoviranomaiset. Virkamiehet. Viranhaltijat. Toimenhaltijat
351/354;Julkinen hallinto. Hallinto-oikeus. Hallinto-oppi. Poliisitoimi
352;Kunnallishallinto. Paikallishallinto
353/354;Valtionhallinto. Keskushallinto. Väliportaan hallinto. Lääninhallinto. Maakuntahallinto. Aluehallinto
355/359;Sotataito. Sotatiede. Maanpuolustus
364;Sosiaaliturva. Sosiaalihuolto. Sosiaalityö. Sosiaalipalvelut. Sosiaaliavustukset. Kansanterveys. Sairaalat 
364-053.2;Lastenhuolto. Lastensuojelu. Päivähoito. Nuortenhuolto
364-053.9 ;Vanhustenhuolto. Vanhuspolitiikka 
364-056.26;Vammaishuolto. Invalidihuolto. Kehitysvammahuolto 
365;Asuminen. Asuntopolitiikka
366;Kuluttajapolitiikka. Kuluttajansuoja. Kuluttajaneuvonta. Kuluttajakäyttäytyminen 
368/369;Vakuutus. Eläkkeet
37;Kasvatus. Opetus. Koulutus
371;Kasvatuksen ja opetuksen organisaatio. Koulutoimi. Opetusmenetelmät 
372;Esikouluopetus. Aineopetus
373;Peruskoulu. Lukio 
374;Aikuiskasvatus. Nuorisotyö. Työväenopistot. Kansalaisopistot
376;Erityiskasvatus. Erityisopetus
377;Ammatillinen koulutus. Ammattikoulutus
378;Akateeminen koulutus. Korkeanasteen koulutus. Korkeakoululaitos. Tieteellinen opetus
378.4;Yliopistot
378.6;Eri alojen korkeakoulut
379.8;Vapaa-aika. Harrastukset 
379.8(024.7);Lasten katselukirjat
389;Mitat. Painot
39;Perinnetieteet. Etnologia. Kansatiede. Kansanrunous. Folkloristiikka
5;Matematiikka. Luonnontieteet
502/504;Luonto. Luonnonsuojelu. Ympäristönsuojelu. Ympäristötieteet. Ympäristön tila
51;Matematiikka
52;Tähtitiede. Avaruustutkimus. Geodesia. Maanmittaus. Kartografia 
53;Fysiikka
54;Kemia
55;Geologia. Geofysiikka. Geokemia. Seismologia. Glasiaaligeologia. Geomorfologia. Oseanografia. Petrologia. Malmit
551.5;Meteorologia. Ilmatiede
556;Hydrologia. Limnologia
56;Paleontologia
57;Biologiset tieteet. Biologia
574.5;Hydrobiologia
58;Kasvitiede
59;Eläintiede
59(024.7);Eläintiede, lapsille
608;Keksinnöt. Innovaatiot. Patentit
61;Lääketiede
611;Anatomia
612;Fysiologia
613;Henkilökohtainen terveydenhoito ja hygienia. Ravitsemus. Lepo. Kuntoliikunta
613(07);Henkilökohtainen terveydenhoito ja hygienia. Ravitsemus. Lepo. Kuntoliikunta. Koulukirja, oppikirja
613.8;Päihteet. Tupakointi. Alkoholinkäyttö. Huumeiden käyttö. Sukupuolielämä
614;Terveydenhuoltohenkilöstö. Lääkärit. Elintarvikevalvonta. Ympäristöterveys
614.8;Tapaturmat. Tapaturmantorjunta. Palontorjunta. Säteilyturvallisuus. Pelastuspalvelu.Ensiapu
615;Farmakologia. Farmasia. Lääkkeet. Lääkeaineet. Toksikologia. Apteekit
615.8;Hoitomenetelmät. Terapia. Psykoterapia. Psykoanalyysi. Kuntoutus. Fysioterapia. Vaihtoehtoiset hoitomenetelmät. Kansanlääkintä
616;Patologia. Tautioppi
616.8;Neurologia. Neurokirurgia. Hermoston taudit. Psykiatria
616.314;Odontologia. Hammaslääketiede. Hammastaudit
617;Kirurgia. Ortopedia. Oftalmologia. Silmätaudit
619;Eläinlääketiede. Kotieläinten taudit
618;Gynekologia. Naistentaudit. Synnytysoppi
62;Insinööritieteet. Tekniikka
620;Aineoppi. Materiaalioppi. Aineenkoetus
620.9;Energiatalous. Energiapolitiikka
621;Konetekniikka. Konepajatekniikka. Mekaaninen teknologia. Työstö
621.039;Ydintekniikka
621.3;Sähkötekniikka. Voimalat. Elektroniikka
621.39;Viestintätekniikka. Tietoliikennetekniikka
622;Kaivostekniikka
623;Sotatekniikka. Asetekniikka
624;Rakennustekniikka yleensä. Rakennusstatiikka. Geotekniikka. Maarakennus. Perustukset. Sillanrakennus. Kalliorakennus. Tunnelinrakennus
625;Tienrakennus. Radanrakennus
626/627;Vesirakennus. Satamat. Padot 
628;Yhdyskuntatekniikka. Kunnallistekniikka. Vesihuolto. Ympäristönsuojelutekniikka
628.3/.6;Jätteet. Jätevesi. Jätteiden käsittely. Jätehuolto. Teollisuushygienia
629;Kulkuneuvot. Liikennevälineet
63;Maatalous. Metsätalous. Metsästys. Kalastus. Yleistä
630;Metsätalous. Metsänhoito
631;Maatalous. Maatalouspolitiikka
632;Kasvitaudit. Kasvituholaiset. Rikkakasvit. Kasvinsuojelu 
633+635;Kasvinviljely. Vihannesviljely. Puutarhat. Huonekasvit 
634;Hedelmänviljely. Marjanviljely
636;Kotieläintalous. Kotieläinhoito. Lemmikkieläimet. Turkiseläimet
637;Kotieläintuotteet. Meijerit. Teurastamot
638;Mehiläishoito
639.1;Metsästys. Riistatalous. Riistanhoito
639.2/.6;Kalastus. Kalatalous. Kalanviljely. Ravustus
64;Kotitalous. Laitostalous. Suurtalous. Ravitsemisala. Majoitusala
641/642;Ruoka-aineet. Ruoanvalmistus. Ateriat. Keittokirjat 
643/649;Kodinhoito. Kodinsisustus. Siivous. Lastenhoito. Kauneudenhoito. Vaatehuolto. Kiinteistönhoito 
65;Teollisuuden, kaupan ja liikenteen organisaatio
65.01;Organisaatiotutkimus. Organisaatioteoria. Johtaminen
651;Toimistot. Toimistotekniikka. Toimistotyö
654;Tietoliikenne. Radio. Televisio. Tietoverkot. Internet 
655;Graafinen teollisuus. Kirjapainotaito. Kustannustoiminta. Kirjakaupat 
656;Liikenne. Liikenneturvallisuus. Liikenneonnettomuudet. Postilaitos 
656.6;Vesiliikenne. Merenkulku 
657;Laskentatoimi. Kirjanpito
658;Liiketalous
658.5/.6;Tuotannonsuunnittelu. Laadunvalvonta. Tuotesuunnittelu
658.8;Markkinointi. Myynti. Vähittäiskauppa. Tukkukauppa - kauppa kansantalouden kannalta: 339 
659;Mainonta. Tiedotustoiminta. Joukkoviestintä. Suhdetoiminta. 
66/68;Eri teollisuudenaloja
66;Kemianteollisuus. Kemian tekniikka
662;Räjähdysaineet. Polttoaineet. Polttotekniikka
663/664;Tekninen mikrobiologia. Käymisteollisuus. Juomateollisuus. Nautintoaineteollisuus. Elintarviketeollisuus. Elintarviketeknologia 
669;Metallurgia
674;Puuteollisuus. Mekaaninen metsäteollisuus
675;Nahkateollisuus. Nahkatuotteet
676;Massateollisuus. Paperiteollisuus
677+687;Tekstiiliteollisuus. Vaatetusteollisuus. Muoti
678;Muoviteollisuus
681.5;Säätötekniikka. Säätöjärjestelmät. Säätömenetelmät. Säätölaitteet. Automaatiotekniikka. Robotiikka
688/689;Käsityöt. Leikkikalut. Koristeet. Askartelu 
69;Talonrakennus
696/697;LVI-tekniikka. Rakennusten lämmitys. Ilmastointi. Ilmanvaihto
7.0;Taide
7.091;Taidenäyttelyt 
711;Aluesuunnittelu. Seutusuunnittelu. Maaseudun suunnittelu. Kaupunkisuunnittelu. Yhdyskuntasuunnittelu. Aluetutkimus. Kaavoitus 
712/719;Maisemasuunnittelu. Puutarha-arkkitehtuuri. Viherrakentaminen. Maisemansuojelu. Hautausmaat 
72;Arkkitehtuuri. Rakennustaide
73/76;Kuvataide
73;Kuvanveisto. Keramiikkataide. Metallitaide. Numismatiikka. Mitalitaide
74;Piirustus. Taideteollisuus. Taidekäsityö. Sisustustaide. Lasitaide 
741.5;Sarjakuvat
75;Maalaustaide
76;Grafiikka
77;Valokuvaus
78;Musiikki - kansanmusiikki: 78 ja 39 
791/792;Huvit. Elokuva. Videotaide. Teatteri. Ooppera. Tanssitaide. Baletti. Sirkus 
793/794;Seuraleikit. Tanssit. Tanssiurheilu. Tietokilpailut. Pelit. Taikatemput 
796/799;Liikunta. Urheilu. Voimistelu. Liikuntavälineet. Urheiluvälineet. Retkeily
8;Kielitiede. Kirjallisuus
80;Kielet
800/801;Kielitiede. Lingvistiikka
801.3;Sanakirjat
802.0;Englannin kieli
803;Germaaniset kielet
803.0;Saksan kieli
803.97;Ruotsin kieli
804;Romaaniset kielet
804.0;Ranskan kieli
805.0;Italian kieli
806.0;Espanjan kieli
807;Latinan kieli. Kreikan kieli
808;Slaavilaiset kielet. Venäjän kieli. Balttilaiset kielet. Latvian kieli. Liettuan kieli
809;Itämaiset, afrikkalaiset, seemiläiset, altailaiset ja uralilaiset kielet. Muut kielet
809.45;Suomalais-ugrilaiset kielet
809.454.1;Suomen kieli
82;Yleinen kirjallisuustiede. Kirjallisuudentutkimus. Suullinen esitystaito
820/89;Eri kansojen ja kielialueiden kirjallisuus 
820/89-1;Eri kansojen ja kielialueiden kirjallisuus(runous) 
820/89-2;Eri kansojen ja kielialueiden kirjallisuus(näytelmäkirjallisuus, kuunnelmat, libretot, filmikäsikirjoitukset)
820/89-3;Eri kansojen ja kielialueiden kirjallisuus(proosa)
820/89-4; Eri kansojen ja kielialueiden kirjallisuus(esseet)
820/89-5;Eri kansojen ja kielialueiden kirjallisuus(puheet, esitelmä) 
820/89-6;Eri kansojen ja kielialueiden kirjallisuus(kirjeet)
820/89-8;Eri kansojen ja kielialueiden kirjallisuus(antologiat, aforismit)
820/89-3(024.7);Eri kansojen ja kielialueiden kirjallisuus(proosa lapsile)
820/89-8(024.7);Eri kansojen ja kielialueiden kirjallisuus(antologiat, aforismit lapsille)
820;Englanninkielinen kirjallisuus
820-1;Englanninkielinen kirjallisuus(runous)
820-2;Englanninkielinen kirjallisuus(näytelmäkirjallisuus, kuunnelmat, libretot, filmikäsikirjoitukset)
820-3;Englanninkielinen kirjallisuus(proosa)
820-4;Englanninkielinen kirjallisuus(esseet)
820-5;Englanninkielinen kirjallisuus(puheet, esitelmä)
820-6;Englanninkielinen kirjallisuus(kirjeet)
820-8;Englanninkielinen kirjallisuus(antologiat, aforismit)
820-1(024.7);Englanninkielinen kirjallisuus(runous), lapsille
820-3(024.7);Englanninkielinen kirjallisuus(proosa), lapsille
830;Saksankielinen kirjallisuus. Jiddišinkielinen kirjallisuus
839.3;Hollanninkielinen kirjallisuus. Flaaminkielinen kirjallisuus. Afrikaansinkielinen kirjallisuus
839.59;Islanninkielinen kirjallisuus
839.6;Norjankielinen kirjallisuus
839.7;Ruotsinkielinen kirjallisuus
839.7(07);Ruotsinkielinen kirjallisuus. Koulukirja, oppikirja
839.79;Suomenruotsalainen kirjallisuus
839.8;Tanskankielinen kirjallisuus
84;Romaanisen kielialueen kirjallisuus
840;Ranskankielinen kirjallisuus
850;Italiankielinen kirjallisuus
860+869.0;Espanjankielinen kirjallisuus. Portugalinkielinen kirjallisuus
87;Antiikin kirjallisuus. Latinankielinen kirjallisuus. Kreikankielinen kirjallisuus
882;Venäjänkielinen kirjallisuus
884;Puolankielinen kirjallisuus
885;Tšekinkielinen kirjallisuus. Slovakinkielinen kirjallisuus
886/888;Serbokroaatinkielinen kirjallisuus. Sloveeninkielinen kirjallisuus. Makedoniankielinen kirjallisuus. Bulgariankielinen kirjallisuus. Latviankielinen kirjallisuus. Liettuankielinen kirjallisuus
89;Muu indoeurooppalainen kirjallisuus. Itämaiden kirjallisuus. Arabiankielinen kirjallisuus. Hepreankielinen kirjallisuus. Turkinkielinen kirjallisuus 
894.5;Suomalais-ugrilaisten kansojen kirjallisuus
894.511;Unkarinkielinen kirjallisuus
894.541;Suomenkielinen kirjallisuus
894.541-1;Suomenkielinen kirjallisuus(runous)
894.541-2;Suomenkielinen kirjallisuus(näytelmäkirjallisuus, kuunnelmat, libretot, filmikäsikirjoitukset)
894.541-3;Suomenkielinen kirjallisuus(proosa)
894.541-4;Suomenkielinen kirjallisuus(esseet)
894.541-5;Suomenkielinen kirjallisuus(puheet, esitelmä)
894.541-6;Suomenkielinen kirjallisuus(kirjeet)
894.541-8;Suomenkielinen kirjallisuus(antologiat, aforismit)
894.541-1(024.7);Suomenkielinen kirjallisuus(runous), lapsille
894.541-3(024.7);Suomenkielinen kirjallisuus(proosa), lapsille
894.545;Vironkielinen kirjallisuus
894.55;Saamenkielinen kirjallisuus
895;Kiinankielinen kirjallisuus. Japaninkielinen kirjallisuus
896;Afrikan maiden kirjallisuus (negroafrikkalaiset kielet)
902/904;Arkeologia. Esihistoria
908;Paikallishistoriat. Kotiseutu 
91;Maantiede. Matkat 
912;Kartat. Kartastot 
914;Eurooppa
914.80;Suomi
915;Aasia
916;Afrikka
917;Pohjois-Amerikka. Keski-Amerikka
918;Etelä-Amerikka
919;Australia. Oseania. Napa-alueet
929;Henkilöhistoria. Elämäkerrat. Muistelmat. Matrikkelit 
929.5/.9;Sukututkimus. Genealogia. Vaakunatiede. Heraldiikka
93/99;Historia. Maailmanhistoria
930;Historiatiede. Historian aputieteet. Arkistot. Epigrafia. Paleografia. Papyrologia. Kulttuurihistoria
931/939;Vanhan ajan historia
940;Euroopan historia
948.0;Suomen historia
950;Aasian historia
960;Afrikan historia
970;Pohjois-Amerikan historia. Keski-Amerikan historia
980;Etelä-Amerikan historia
990;Australian historia. Oseanian historia. Napa-alueiden historia
244;Japanilainen buddhalaisuus
242;Mahajana-buddhalaisuus. Suuri vaunu
06;Erilaiset yhteisöt
252;Mesopotamian uskonnot
631.3;Maatalouskoneet, -välineet ja -laitteet
910.4;Tutkimusmatkat
631.1;Maatilan hoito ja organisointi (maatalousekonomia)
111;Yleinen metafysiikka. Ontologia
639;Metsästys. Kalastus. Kalanviljely
639.2;Kalastus. Kalatalous
08;Moniaiheiset teokset. Kokoomateokset
241;Hinajana-buddhalaisuus. Pieni vaunu. Theravada-buddhalaisuus. Pālin koulukunta
796.4;Voimistelu. Akrobatia. Yleisurheilu
234;Jainalaisuus
528;Geodesia. Maanmittaus. Fotogrammetria. Kaukokartoitus. Kartografia
264;Sefardijuutalaisuus
581.9;Kasvimaantiede. Kasvistot. Kasvien levinneisyysalueet
631.4;Maaperätiede. Maantutkimus
633;Kasvinviljely ja tuotanto
71;Yhdyskuntasuunnittelu. Alue-, kaupunki- ja seutusuunnittelu. Maisemat, puistot, puutarhat
92;Henkilöhistorialliset tutkimukset. Sukututkimus. Heraldiikka. Liput
796;Urheilu. Kisat. Liikunta
930.85;Sivistyshistoria. Kulttuurihistoria
784;Laulumusiikki
243;Lamalaisuus
613.2;Ruokavalio-oppi. Ravitsemuksen periaatteet ruokailuun ja elintarvikkeisiin sovellettuna
398;Kansanperinne tiukasti määriteltynä
266;Reformijuutalaisuus
808.2;Editointi. Tekstin muokkaaminen ja sovittaminen julkaisua varten
261;Raamatun ajan uskonto. Muinainen juutalaisuus. Vanhan testamentin uskonto
512;Algebra
792;Teatteri. Näyttämötekniikka. Teatteriesitykset
664;Elintarviketeknologia
911.2;Luonnonmaantiede
677;Tekstiiliteollisuus
303;Yhteiskuntatieteiden tutkimusmenetelmät
547;Orgaaninen kemia
635;Vihannesviljely. Koristepuutarhat
687;Vaateteollisuus. Asusteiden valmistus. Kauneudenhoitoala
173;Perhe-etiikka
641;Ruoka ja elintarvikkeet. Ruoanvalmistus. Ruokalajit
689;Käsityöt. Tekniset harrastukset
746;Käsityöt. Taidekudonnaiset
171;Yksilönmoraali. Ihmisen velvollisuudet itseän kohtaan
598.2;Aves (linnut)
616.89;Psykiatria. Patologinen psykiatria. Psykopatologia. Psykoosit. Mielenterveyden häriöt. Sairaat mielentilat. Käyttäytymisen ja tunne-elämän häiriöt
82.02;Kirjallisuuden koulukunnat, suuntaukset ja liikkeet
395;Juhlamenot. Etiketti. Hyvät tavat. Seurustelusäännöt. Sosiaalinen asema. Tittelit
929.5;Sukututkimus
061.2;Kansalaisjärjestöt ja yksityinen yhteistyö
628.1;Vedenhankinta. Käyttöveden käsittely. Veden tarve ja kulutus
625.1;Rautatiet yleensä. Junaradat. Radanrakennus
656.2;Rautatiekuljetus. Raideliikenne
514;Geometria
35;Julkinen hallinto. Hallintoelimet. Sotilaalliset asiat
355;Sotataito yleisesti
79;Virkistys. Viihde. Pelit. Urheilu
582.29;Jäkälät
636.1;Hevoseläimet kotieläiminä. Hevoset
342.4;Perustuslait. Lakiasäätävät kokoukset. Kansalliskokoukset
556.5;Pintavesien hydrologia. Maanpinnan vesien hydrologia
368;Vakuutustoimi. Yhteisöllinen varautuminen jakamalla riskit
794.1;Shakki
581.1;Kasvifysiologia
636.7;Koirat
551;Yleinen geologia. Meteorologia. Klimatologia. Geomorfologia. Stratigrafia. Paleomaantiede
177;Etiikka ja yhteiskunta
7.03;Taiteen aikakaudet ja vaiheet. Koulukunnat, tyylit, vaikutteet
781.1;Musiikkia koskevat tieteelliset teoriat. Matemaattiset, fysikaaliset, fysiologiset, psykologiset perusteet. Musiikkiakustiikka
133;Paranormaalit ilmiöt. Okkultismi. Psi-ilmiöt
9;MAANTIEDE. HENKILÖHISTORIA. HISTORIA
36;Elämän henkisten ja materaalisten tarpeiden turvaaminen
502;Ympäristö. Ympäristönsuojelu. Luonto. Luonnonsuojelu
582;Systemaattinen kasvitiede
539.1;Ydinfysiikka. Atomifysiikka. Molekyylifysiikka
621.9;Lastuava työstö. Hionta. Vasarat ja prässit
7;TAITEET. VIRKISTYS. VIIHDE. URHEILU
7.01;Taideteoriat ja taidefilosofia. Sommitteluperiaatteet, mittasuhteet, optiset vaikutukset
015;Aluebibliografiat
321;Poliittisen organisaation muodot. Valtiot poliittisinä tekijöina
347.6;Perheoikeus. Perintöoikeus. Perilliset. Jälkeläiset
37.01;Kasvatuksen perusteet. Teoria. Tutkimusmenetelmät
504;Ympäristökysymykset. Ympäristön saastuminen
391;Puvut. Vaatetus. Kansallispuvut. Muoti. Korut
582.28;Fungi. Eumycetes (sienet). Homeet
616.9;Tartuntataudit. Infektiotaudit, kuumetaudit
656.1;Tieliikenne
621.7;mekaaninen teknologia yleensä: prosessit, työkalut, koneet, laitteet
784.5;Maalliset oratoriot (serenatat) ja kantaatit
286;Baha'i-usko
344;Erityinen rikosoikeus. Sotilaslainsäädäntö
347.2;Varallisuusoikeus. Esineoikeudet. Esineet. Irtaimisto
347.4;Sitoumukset. Sopimusvelvoitteet. Obligaatiot. Sopimukset
579;Mikrobiologia
531;Yleinen mekaniikka. Kiinteiden ja jäykkien kappaleiden mekaniikka
575;Yleisgenetiikka. Yleinen sytogenetiikka
595.7;Hexapoda. Insecta (hyönteiset)
793.8;Tieteelliset ja pseudotieteelliset huvit. Temput. Silmänkääntötemput. Illuusiot. Taikatemput
911.3;Kulttuurimaantiede
581.5;Kasvien elintavat. Kasvien reaktiot ympäristöön. Kasviekologia. Kasvi ja sen ympäristö. Kasviekologia. Kasvien bionomia
549;Mineralogia. Kivennäisaineiden tutkimus
546;Epäorgaaninen kemia
311;Tilastotiede. Tilaston teoria
613.6;Työterveysriskit. Työterveys ja hygienia
82.09;Kirjallisuuskritiikki. Kirjallisuudentutkimus
159.94;Henkiset perustoiminnot
176;Seksuaalietiikka. Sukupuolimoraali
323.2;Väestön ja valtion välinen suhde. Sisäpoliittinen toiminta
343.2;Rikoslaki, varsinainen
355.2;Värväys. Asehankinnat. Sodankäyntikyky. Kutsunnat
592;Invertebrata (selkärangattomat)
611/612;Ihmisen biologia
613.4;Henkilökohtainen hygienia. Vaatetus
625.7;Valtatiet yleensä. Tiet. Ajoradat. Kadut. Maaseudun ja kaupunkien tieverkko
636.5;Siipikarja
659.1;Julkisuus. Mainonta
796.5;Retkeily. Kävely. Vuorikiipeily. Suunnistus. Leirintä
225;Japanin uskonnot
282;Sunni. Sunnalaisuus
347.9;Oikeudenkäyntimenettely. Oikeuslaitos ja sen henkilöstö
517;Matemaattinen analyysi
592/599;Systemaattinen eläintiede
599;Mammalia (nisäkkäät)
744;Linjapiirustus ja geometrinen piirustus. Tekninen piirustus
793.3;Liikuntataide. Tanssi
93/94;Historia
130.2;Kulttuurifolosofia. Kulttuurijärjestelmät
159.93;Aistihavainnot. Psykometriikka
164;Logistiikka. Lauselogiikka. Matemaattinen logiikka. Lausekalkyyli
262;Aškenasijuutalaisuus
339.5;Valtioiden välinen kauppa. Ulkomaankauppa. Kansainvälinen kauppa
37.01;Kasvatuksen perusteet. Teoria. Tutkimusmenetelmät
392;Tavat ja käytös yksityiselämässä
519.2;Todennäköisyyslaskenta. Matemaattinen tilastotiede
537;Sähkö. Magnetismi. Sähkömagnetismi
572;Fyysinen antropologia
577;Elämän ainesosat. Biokemia. Molekyylibiologia. Biofysiikka
591.5;Eläinten tavat. Eläinten käyttäytyminen. Ekologia. Etologia. Eläimet ja ympäristö
615.3;Lääkkeet alkuperän mukaan
616.2;Hengityselinten patologia. Hengityselinten taudit
621.1;Lämpövoima. Höyryn tuotanto, jakelu ja käyttö. Höyrykoneet. Lämmityskattilat
629.7;Lentokone- ja avaruustekniikka. Ilmailu ja ilmakulkuneuvot. Raketit ja ohjukset. Astronautikka ja avaruusalukset
616.3;Ruoansulatuselimistön patologia. Ruoansulatuselinten taudit
636.2;Nautaeläimet ja muut suuret märehtijät
646.2;Vaatteiden valmistus ja korjaaminen kotona
691;Rakennusaineet. Rakennustarvikkeet
745/749;Taideteollisuus ja taidekäsityö. Käyttötaide
796.1;Ulkoleikit ja virkistys
796.3;Palloilu
903;Esihistoria. Esihistorialliset jäänteet, esineistö ja muinaismuistot
910;Yleiset kysymykset. Maantiede tieteenä. Tutkimusmatkat. Matkustaminen
005;Johtaminen
281;Sufilaisuus
342.8;Vaalilaki. Äänestäminen. Vaalijärjestelmät
355.5;Aselajien taktiikka. Joukkojen ja puseerien koulutus. Sotaharjoitukset
552;Petrologia. Kallioperägeologia
591.9;Eläinmaantiede. Eläimistö. Eläinten levinneisyys
582.261/.279;Levät
612.8;Hermosto. Aistielimet
616.1/.9;Erityispatologia
633/635;Puutarhanhoito yleisesti. Erityiset kasvit
635.9;Koristekasvit. Koristekasviviljely. Koristepuutarhat. Viherrakentaminen
639.3;Kalanviljely
648;Pesu. Pyykinpesu. Siivous
655.4;Kustannus- ja kirjakauppatoimi, yleistä
656.8;Postipalvelut ja -hallinto
667.6;Pinnoitteet ja pinnotustekniikat. Maalit. Vernissat. Lakat
748;Lasitaide. Taidelasi ja kristallilasi
784.4;Laulettu populaarimusiikki, perinnemusiikki, entisajan musiikki
791.4;Elokuvasosiologia
930.1;Historiatiede
027.7;Korkea-asteen oppilaitosten kirjastot
330.1;Taloustiede. Ekonomian peruskäsitteet ja teoria. Arvo. Pääoma. Varat
338.48;Matkailu
343.8;Rangaistukset. Rangaistusten täytäntöönpano. Rikollisuuden torjunta. Pelotusvaikutus
